,index,Website,食譜名稱,圖片連結,點擊次數,烹飪時間,有無影片,食材種類,烹飪步驟,url,按讚數
394,16052,楊桃,巴拿馬牛肉串,https://d3l76hx23vw40a.cloudfront.net/recipe/whk36-041a_1.jpg,,,,20,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-217,0
395,16077,楊桃,香根牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-013_1.jpg,,,,6,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-244,0
396,16083,楊桃,南薑燉牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk107-036_1.jpg,,,,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-384,0
397,16092,楊桃,青椒炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/re01-056_1.jpg,,,,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0429,0
398,16112,楊桃,壽喜野菜鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/gy50-026_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0760,0
399,16147,楊桃,魚露牛肉地瓜葉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk107-020b_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-217,0
400,16155,楊桃,壽喜湯鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn092-030a_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0979,0
401,16176,楊桃,香草風味菲力牛排,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn25-021_1.jpg,,,,8,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0700,0
402,16202,楊桃,韓式烤牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk93-026b_1.jpg,,,,2,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-334,0
403,16203,楊桃,黑胡椒牛柳的好吃秘訣,https://d3l76hx23vw40a.cloudfront.net/recipe/m170_1.jpg,,,,18,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0898,0
404,16222,楊桃,枸杞醉牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk18-093a_1.jpg,,,,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-071,2
405,16236,楊桃,義式碎牛肉三明治,https://d3l76hx23vw40a.cloudfront.net/recipe/whk33-124b_1.jpg,,,,6,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-194,0
406,16258,楊桃,百里香沙朗牛排,https://d3l76hx23vw40a.cloudfront.net/recipe/bk42-007_1.jpg,,,,7,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-096,0
407,16283,楊桃,焗烤牛肉漢堡排,https://d3l76hx23vw40a.cloudfront.net/recipe/whk048-011b_1.jpg,,,,5,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0988,0
408,16307,楊桃,韓式泡菜炒牛肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk073-095b_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1077,0
409,16316,楊桃,鼠尾草燉牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk42-031_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-098,1
410,16329,楊桃,紅酒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk102-014_1.jpg,,,,14,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-380,0
411,16355,楊桃,涮牛肉橙醋凍沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk52-037a_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-141,1
412,16363,楊桃,烤牛肉片沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/yq36-012b_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0413,0
413,16375,楊桃,美式漢堡,https://d3l76hx23vw40a.cloudfront.net/recipe/whk33-106a_1.jpg,,,,19,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-188,0
414,16387,楊桃,牛肉蕃茄蔬菜鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/gy50-051_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0771,1
415,16402,楊桃,蘆筍牛肉卷,https://d3l76hx23vw40a.cloudfront.net/recipe/bk59-036_1.jpg,,,,16,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-147,0
416,16407,楊桃,荔枝牛菲力,https://d3l76hx23vw40a.cloudfront.net/recipe/whk049-031c_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0991,0
417,16409,楊桃,蕃茄牛肉紅咖哩,https://d3l76hx23vw40a.cloudfront.net/recipe/yq36-008_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0411,1
418,16429,楊桃,蝦醬蒸牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk125-025_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0546,0
419,16439,楊桃,泰式蠔油牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk107-029b_1.jpg,,,,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-383,0
420,16442,楊桃,壽喜鍋(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk155-021_1.jpg,,,,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0714,0
421,16448,楊桃,牛肉筍捲套餐,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn080-021_1.jpg,,,,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0963,0
422,16464,楊桃,鹹牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk32-089a_1.jpg,,,,3,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-169,0
423,16466,楊桃,蔬菜牛肉卷,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn26-035b_1.jpg,,,,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0705,0
424,16468,楊桃,越式烤牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk15-139_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-059,0
425,16518,楊桃,馬鈴薯燉肉(5),https://d3l76hx23vw40a.cloudfront.net/recipe/m80_1.jpg,,,,12,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0893,0
426,16527,楊桃,紅酒時蔬燉小牛膝,https://d3l76hx23vw40a.cloudfront.net/recipe/whk42-042_1.jpg,,,,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-342,0
427,16532,楊桃,涼拌芝麻菠菜牛肉片	,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn05-038_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0459,0
428,16537,楊桃,壽喜醬炒蘆筍,https://d3l76hx23vw40a.cloudfront.net/recipe/ck60-024_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0609,0
429,16546,楊桃,醬燒牛肉捲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk32-072_1.jpg,,,,3,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-162,0
430,16572,楊桃,泡菜拌牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/gy52-064b_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0761,0
431,16577,楊桃,紅咖哩牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/re01-047_1.jpg,,,,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0428,0
432,16583,楊桃,檸檬胡椒菲力牛排,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn26-036_1.jpg,,,,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0706,0
433,16588,楊桃,燒烤牛排,https://d3l76hx23vw40a.cloudfront.net/recipe/whk27-066a_1.jpg,,,,23,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-142,0
434,16590,楊桃,沙朗牛涮涮鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/0681_1.jpg,,,,7,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0949,0
435,16647,楊桃,香煎菲力牛排,https://d3l76hx23vw40a.cloudfront.net/recipe/whk42-039a_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-337,0
436,16680,楊桃,英式咖哩牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk20-116_1.jpg,,,,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-080,0
437,16692,楊桃,印度咖喱炸小牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk32-089b_1.jpg,,,,17,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-170,0
438,16704,楊桃,山藥紫蘇牛肉卷,https://d3l76hx23vw40a.cloudfront.net/recipe/whk23-129_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-091,0
439,16726,楊桃,壽喜燒(2),https://d3l76hx23vw40a.cloudfront.net/recipe/sk02-081b_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0421,0
440,16739,楊桃,蘆筍牛肉捲佐葡萄酒醋,https://d3l76hx23vw40a.cloudfront.net/recipe/m555_1.jpg,,,,6,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0906,1
441,16744,楊桃,辣味牛肉煮,https://d3l76hx23vw40a.cloudfront.net/recipe/whk055-108a_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1020,0
442,16785,楊桃,墨式炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk120-035b_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0492,0
443,16786,楊桃,奶油牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk40-064b_1.jpg,,,,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-315,0
444,16808,楊桃,香煎牛菲力,https://d3l76hx23vw40a.cloudfront.net/recipe/whk32-087_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-167,0
445,16857,楊桃,酥揚薄片肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk125-036_1.jpg,,,,9,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0552,0
446,16866,楊桃,香蘋薄片牛排,https://d3l76hx23vw40a.cloudfront.net/recipe/whk42-040_1.jpg,,,,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-340,0
447,16880,楊桃,披薩牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk120-011b_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0491,0
448,16881,楊桃,燒肉米堡,https://d3l76hx23vw40a.cloudfront.net/recipe/bk69-020_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-349,0
449,16884,楊桃,牛肉八幡捲(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk101-026a_1.jpg,,,,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-377,0
450,16886,楊桃,薰衣草沙朗牛排,https://d3l76hx23vw40a.cloudfront.net/recipe/whk22-070c_1.jpg,,,,6,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-085,0
451,16946,楊桃,寮國式涼拌牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk19-097a_1.jpg,,,,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-077,0
452,16980,楊桃,牛肉味噌豆腐煮,https://d3l76hx23vw40a.cloudfront.net/recipe/whk068-035b_1.jpg,,,,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1057,0
453,16996,楊桃,壽喜燒(4),https://d3l76hx23vw40a.cloudfront.net/recipe/whk093-103a_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1115,0
454,17001,楊桃,壽喜鍋(3),https://d3l76hx23vw40a.cloudfront.net/recipe/whk070-020a_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1060,0
455,17017,楊桃,酸辣牛肉5分鐘上菜,https://d3l76hx23vw40a.cloudfront.net/recipe/m347_1.jpg,,,,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0901,0
456,17020,楊桃,蛋黃醬牛肉堡,https://d3l76hx23vw40a.cloudfront.net/recipe/whk33-109_1.jpg,,,,9,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-191,0
457,17028,楊桃,黑胡椒牛肉漢堡(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk33-108a_1.jpg,,,,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-189,0
458,17055,楊桃,牛肉柳川風,https://d3l76hx23vw40a.cloudfront.net/recipe/whk23-134_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-092,0
459,17061,楊桃,酸鍋牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk15-135_1.jpg,,,,17,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-058,0
460,17064,楊桃,木石牛肉比薩,https://d3l76hx23vw40a.cloudfront.net/recipe/whk35-068b_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-200,0
461,17079,楊桃,酸辣拌牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk073-096_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1078,0
462,17085,楊桃,泰式酸辣牛肉丁,https://d3l76hx23vw40a.cloudfront.net/recipe/whk085-090_1.jpg,,,,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1176,0
463,17086,楊桃,甘醇蔬香壽喜燒,https://d3l76hx23vw40a.cloudfront.net/recipe/whk083-022a_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1143,0
464,17089,楊桃,豉汁炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk70-023b_1.jpg,,,,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-177,0
465,17092,楊桃,泰式麻辣拌肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk125-027_1.jpg,,,,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0548,0
466,17103,楊桃,轟炸牛肉漢堡,https://d3l76hx23vw40a.cloudfront.net/recipe/whk33-108b_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-190,0
467,17105,楊桃,泰式辣烤牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk086-022b_1.jpg,,,,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1094,1
468,17121,楊桃,山藥牛肉捲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk31-063_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-197,0
469,17130,楊桃,沙朗牛排佐山藥胡椒汁,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn26-037_1.jpg,,,,5,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0707,0
470,17145,楊桃,薄肉片洋蔥捲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk125-026_1.jpg,,,,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0547,0
471,17153,楊桃,嫩煎沙朗,https://d3l76hx23vw40a.cloudfront.net/recipe/whk32-085b_1.jpg,,,,7,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-164,0
472,17213,楊桃,年糕牛肉捲串,https://d3l76hx23vw40a.cloudfront.net/recipe/whk089-035a_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1151,1
473,17214,楊桃,油淋五味牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk18-094c_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-075,0
474,17225,楊桃,牛肉潛水艇,https://d3l76hx23vw40a.cloudfront.net/recipe/whk33-117b_1.jpg,,,,9,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-193,0
475,17306,楊桃,白玉翡翠,https://d3l76hx23vw40a.cloudfront.net/recipe/whk18-093c_1.jpg,,,,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-072,0
476,17318,楊桃,薰衣草鯛魚排,https://d3l76hx23vw40a.cloudfront.net/recipe/bk42-016b_1.jpg,,,,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-209,0
477,17320,楊桃,牛肉八幡捲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk40-088_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-316,0
478,17329,楊桃,香煎肋眼牛排,https://d3l76hx23vw40a.cloudfront.net/recipe/whk32-085a_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-163,0
479,17343,楊桃,總匯潛水艇,https://d3l76hx23vw40a.cloudfront.net/recipe/whk33-116_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-192,0
480,17384,楊桃,泰式咖哩牛肉鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/whk082-113c_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1124,1
481,17448,楊桃,香菠麒麟牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk18-094a_1.jpg,,,,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-073,1
482,17470,楊桃,烈焰濃情,https://d3l76hx23vw40a.cloudfront.net/recipe/whk28-070b_1.jpg,,,,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-143,0
483,17523,楊桃,酸薑牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk073-095a_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1076,2
484,17536,楊桃,起司時蔬牛肉卷,https://d3l76hx23vw40a.cloudfront.net/recipe/whk110-051b_1.jpg,,,,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1233,2
485,17572,楊桃,芹菜牛肉煲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk080-085_1.jpg,,,,17,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1097,0
486,17575,楊桃,鳳梨拌牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk097-099a_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1223,0
487,17608,楊桃,蠔油牛肉(12),https://d3l76hx23vw40a.cloudfront.net/recipe/whk108-046_1.jpg,,,,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1275,0
488,17791,楊桃,涼拌粉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk68-049a_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-537,5
489,17823,楊桃,涼拌涼粉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk68-048_1.jpg,,,,17,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H03-109,0
490,17828,楊桃,涼拌紫菜,https://d3l76hx23vw40a.cloudfront.net/recipe/bk68-036a_1.jpg,,,,11,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-062,0
491,17925,楊桃,涼拌炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk107-011a_1.jpg,,,,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-382,0
492,17926,楊桃,咖哩炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk70-039b_1.jpg,,,,14,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-181,0
493,18124,楊桃,菲力牛肉沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk106a-028_1.jpg,,,,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-381,0
494,18130,楊桃,牛肉沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk55-034b_1.jpg,,,,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-144,0
495,18272,楊桃,牛肉起士沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/gy03-060_1.jpg,,,,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0598,0
496,18331,楊桃,南洋牛肉沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk35-103_1.jpg,,,,17,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-204,0
497,18365,楊桃,牛肉莓果沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk31-079b_1.jpg,,,,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-156,0
498,18380,楊桃,法式牛肉沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk133-036b_1.jpg,,,,6,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0579,0
499,18546,楊桃,溫製魚子醬蛋,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-088,0
500,18555,楊桃,香料辣拌牛,https://d3l76hx23vw40a.cloudfront.net/recipe/whk061-018_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1035,0
501,18600,楊桃,乾拌牛肉炸春捲米粉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk090-054a_1.jpg,,,,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1153,0
502,18688,楊桃,韓風涼拌冬粉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk097-027a_1.jpg,,,,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1219,1
503,19049,楊桃,南洋酸辣牛肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk116-056_1.jpg,,,,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1292,0
504,19214,楊桃,料多味美的羅宋湯,https://d3l76hx23vw40a.cloudfront.net/recipe/m327_1.jpg,,,,12,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1212,1
505,19412,楊桃,營養雙冠餐,https://d3l76hx23vw40a.cloudfront.net/recipe/whk35-074a_1.jpg,,,,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-238,0
506,19460,楊桃,繽紛可樂餅,https://d3l76hx23vw40a.cloudfront.net/recipe/whk089-034b_1.jpg,,,,11,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1649,0
507,19479,楊桃,醬燒洋蔥,https://d3l76hx23vw40a.cloudfront.net/recipe/whk105-055b_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1853,0
508,19537,楊桃,韓式馬鈴薯湯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk092-099_1.jpg,,,,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1714,0
509,19619,楊桃,鮮筍牛肉捲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk103-029a_1.jpg,,,,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1819,0
510,19622,楊桃,乳酪馬鈴薯燉肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk117-040b_1.jpg,,,,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1882,0
511,19684,楊桃,蕃茄羅宋湯(1),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn53-026_1.jpg,,,,14,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F07-0636,12
512,20297,楊桃,泰式鳳梨炒飯(3),https://d3l76hx23vw40a.cloudfront.net/recipe/whk103-102a_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F07-1191,0
513,20599,楊桃,匈牙利牛肉湯(1),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn53-032_1.jpg,,,,14,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0875,0
514,20613,楊桃,牛肉蔬菜湯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk36-093a_1.jpg,,,,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-220,1
515,20637,楊桃,羅宋湯(4),https://d3l76hx23vw40a.cloudfront.net/recipe/whk36-092_1.jpg,,,,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-219,0
516,20674,楊桃,牛肉山藥濃湯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk156-023_1.jpg,,,,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0716,1
517,20716,楊桃,牛肉高湯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk76-010a_1.jpg,,,,7,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I03-503,0
518,20729,楊桃,味噌牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-033a_1.jpg,,,,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0528,0
519,20740,楊桃,蘿蔔泥壽喜牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck60-026b_1.jpg,,,,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0495,0
520,20754,楊桃,椰汁香茅牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-031a_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0523,1
521,20762,楊桃,酸辣牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck64-032a_1.jpg,,,,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0526,0
522,20764,楊桃,沙嗲湯頭,https://d3l76hx23vw40a.cloudfront.net/recipe/bk76-039a_1.jpg,,,,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-238,0
523,20769,楊桃,咖哩牛肉湯頭,https://d3l76hx23vw40a.cloudfront.net/recipe/bk76-029a_1.jpg,,,,12,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-236,0
524,20779,楊桃,韓國烤肉火鍋,https://d3l76hx23vw40a.cloudfront.net/recipe/whk3-112_1.jpg,,,,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-033,0
